customer_id,customer_name,email,registration_date,customer_type
CUST_0382,Laura Bentley,iramirez@example.com,2025-06-26,PREMIUM
CUST_0383,William Benton,kimberlyskinner@example.com,2026-02-18,REGULAR
CUST_0384,Pamela Harrison,danielmartinez@example.org,2025-09-11,PREMIUM
CUST_0385,Karl Ferrell,derrickbrown@example.com,2025-10-28,VIP
CUST_0386,Joshua Franklin,egregory@example.net,2025-05-31,VIP
CUST_0387,Rhonda Steele,alyssagomez@example.org,2024-08-13,PREMIUM
CUST_0388,Christopher Marsh,nicolearnold@example.net,2025-09-23,VIP
CUST_0389,Mike Martinez,nicholas27@example.com,2025-05-24,VIP
CUST_0390,Tyler Farmer,mallen@example.net,2024-08-15,VIP
CUST_0391,Matthew Dodson,deborahhughes@example.com,2025-01-24,REGULAR
CUST_0392,Deborah Martinez,nathan45@example.com,2024-10-09,VIP
CUST_0393,Robert May,walter39@example.com,2025-12-07,VIP
CUST_0394,Bobby Tate,jason10@example.org,2025-01-23,PREMIUM
CUST_0395,Karen Owens,johnvilla@example.com,2025-08-03,VIP
CUST_0396,Michael Moody II,kennethward@example.net,2026-04-18,REGULAR
CUST_0397,Justin Smith,fsmith@example.org,2025-10-12,REGULAR
CUST_0398,Andrew Young,jrobertson@example.org,2025-10-11,PREMIUM
CUST_0399,Luis Mcconnell,reedpenny@example.com,2025-05-11,REGULAR
CUST_0400,Christopher Garcia,hevans@example.org,2025-12-05,REGULAR
CUST_0401,Melissa Lewis,salastanya@example.com,2026-05-23,VIP
CUST_0402,Troy Hurley,cheryljuarez@example.com,2024-12-04,VIP
CUST_0403,Justin Castillo,sbaldwin@example.net,2025-12-19,REGULAR
CUST_0404,Mark Bailey,brendanbowman@example.com,2024-11-06,PREMIUM
CUST_0405,Gina Short,mbryant@example.org,2025-02-27,PREMIUM
CUST_0406,Jerry Morgan,whitepatricia@example.org,2025-08-07,VIP
CUST_0407,Carmen Campbell,reedsamantha@example.net,2025-07-13,REGULAR
CUST_0408,Brandon Andersen,xjames@example.net,2026-05-01,VIP
CUST_0409,Daniel Hernandez,kristi98@example.org,2025-09-23,PREMIUM
CUST_0410,Catherine Medina,wendy55@example.com,2024-12-27,REGULAR
CUST_0411,Sharon Montes,oerickson@example.net,2025-08-26,VIP
CUST_0412,Kelly Day,nbecker@example.com,2024-08-06,VIP
CUST_0413,Michelle Bell,aaron40@example.net,2025-04-04,PREMIUM
CUST_0414,Jessica Bailey,wardmichael@example.com,2026-01-25,VIP
CUST_0415,Rachel Henry,fgriffin@example.net,2026-05-24,PREMIUM
CUST_0416,Douglas Henry,ksmith@example.com,2024-08-13,PREMIUM
CUST_0417,Carol Rogers,leeemily@example.net,2026-06-03,REGULAR
CUST_0418,Rhonda Williams,dmontes@example.org,2026-04-28,REGULAR
CUST_0419,Jerry Castillo,rubiopamela@example.org,2026-04-17,VIP
CUST_0420,David Salazar,ywilliams@example.net,2025-03-14,PREMIUM
CUST_0421,Ashley Hall,joseph05@example.net,2024-07-25,PREMIUM
CUST_0422,Reginald Hart,nancy37@example.net,2025-03-06,REGULAR
CUST_0423,Katie Rangel,kevinbrown@example.com,2025-08-14,REGULAR
CUST_0424,Alicia Savage,gina75@example.net,2024-12-15,PREMIUM
CUST_0425,Ashley Leach,mjohns@example.org,2024-11-02,REGULAR
CUST_0426,David Peck,ohanna@example.net,2025-04-03,VIP
CUST_0427,Jason Warren,ljuarez@example.org,2025-03-03,PREMIUM
CUST_0428,Cristian Smith,donnaestes@example.net,2025-09-22,REGULAR
CUST_0429,Amy Young,ljohnson@example.net,2025-01-03,VIP
CUST_0430,Shelby Tran,melissa58@example.org,2025-11-08,PREMIUM
CUST_0431,Ian Smith,erinhart@example.net,2025-11-03,VIP
CUST_0432,Eric Cross,bobrien@example.org,2026-07-04,VIP
CUST_0433,Cynthia Dunn,masonjames@example.com,2025-10-20,PREMIUM
CUST_0434,Cameron Baldwin,crystalbraun@example.com,2024-11-24,VIP
CUST_0435,Denise Norton,hberry@example.net,2025-06-11,REGULAR
CUST_0436,Edward Smith,lfriedman@example.net,2025-08-02,REGULAR
CUST_0437,Kimberly Smith,xreyes@example.net,2026-06-29,REGULAR
CUST_0438,Jeffrey Morris,april02@example.com,2025-07-19,VIP
CUST_0439,Melissa Johnson,michael94@example.org,2025-04-07,REGULAR
CUST_0440,James Ramirez,mejiadavid@example.com,2025-10-29,VIP
CUST_0441,Mr. Glenn Jenkins PhD,awilliamson@example.net,2025-01-31,REGULAR
CUST_0442,Zachary Williams,lewissteven@example.net,2024-12-20,PREMIUM
CUST_0443,Rhonda Griffith PhD,walter89@example.org,2026-04-06,VIP
CUST_0444,Walter Burnett,kim30@example.org,2026-04-13,VIP
CUST_0445,Erica Rivera,emilymathews@example.net,2025-02-13,REGULAR
CUST_0446,Gary Malone,lisastephens@example.net,2026-01-06,PREMIUM
CUST_0447,Cody Chapman,ashleyrivera@example.org,2026-04-02,REGULAR
CUST_0448,Ashley Hall,suttondeanna@example.com,2025-05-11,REGULAR
CUST_0449,Dr. Ashley Haley DDS,victoriarojas@example.net,2024-12-10,PREMIUM
CUST_0450,Donald Davis,sfigueroa@example.net,2025-10-05,PREMIUM
CUST_0451,Jacob Wilson,murphycharles@example.org,2025-06-19,REGULAR
CUST_0452,Ruth Wilson,andrea02@example.com,2026-04-15,PREMIUM
CUST_0453,Gregory Bryant,andrew74@example.org,2025-12-11,REGULAR
CUST_0454,Ronald Harvey,taylorgarcia@example.com,2026-05-31,VIP
CUST_0455,George Burgess,alanrobinson@example.com,2026-03-27,REGULAR
CUST_0456,Jaime Harris,caitlynrose@example.com,2025-07-26,VIP
CUST_0457,Nathaniel Davidson,qcarpenter@example.org,2026-06-13,REGULAR
CUST_0458,Jacqueline Stewart,mendezkimberly@example.net,2025-06-30,PREMIUM
CUST_0459,Charles Ramos,blakecardenas@example.net,2024-10-25,VIP
CUST_0460,James Morris,dunnsheila@example.org,2026-05-09,PREMIUM
CUST_0461,Christine Steele,victorialuna@example.net,2024-11-12,VIP
CUST_0462,Kayla Diaz,hterry@example.net,2024-10-17,VIP
CUST_0463,Heather Murphy,michael46@example.com,2026-07-04,REGULAR
CUST_0464,Christina Guzman,martin23@example.com,2025-06-18,REGULAR
CUST_0465,Stephanie Wolfe,mark12@example.net,2026-02-13,REGULAR
CUST_0466,Herbert Gomez,angela45@example.com,2026-03-12,REGULAR
CUST_0467,Scott Mathis,davidgrant@example.net,2026-04-15,PREMIUM
CUST_0468,Joshua Henderson,samantha58@example.net,2025-01-17,REGULAR
CUST_0469,Denise Richardson,pamela17@example.org,2024-11-29,REGULAR
CUST_0470,James Johnson,emccall@example.org,2026-04-24,VIP
CUST_0471,April Haynes,bethking@example.com,2024-08-08,PREMIUM
CUST_0472,Hannah Harris,heather54@example.com,2026-01-09,PREMIUM
CUST_0473,Sharon Chung,raymond99@example.com,2025-09-02,VIP
CUST_0474,Lauren Hodges,alyssa89@example.net,2025-09-13,VIP
CUST_0475,Amanda Evans,barnesricky@example.net,2025-01-25,REGULAR
CUST_0476,Michelle Thomas,coreybates@example.org,2025-07-11,PREMIUM
CUST_0477,Jennifer Bernard,christysampson@example.org,2025-09-25,REGULAR
CUST_0478,Clinton Perry,loriclark@example.com,2025-06-19,VIP
CUST_0479,Charles Escobar,debra69@example.org,2025-05-16,REGULAR
CUST_0480,Richard Kelly,raymondgreen@example.com,2025-04-07,PREMIUM
CUST_0481,Matthew Hall,davidsmith@example.net,2024-09-27,REGULAR
CUST_0482,Ryan Thomas,christopherlewis@example.org,2025-10-17,PREMIUM
CUST_0483,Eileen Bates,wendyhall@example.org,2024-10-18,REGULAR
CUST_0484,Katie Mora,rgriffin@example.net,2025-05-16,REGULAR
CUST_0485,Andrea Rasmussen,ryanmorris@example.net,2024-07-18,PREMIUM
CUST_0486,James Fields,katherine81@example.com,2025-09-17,PREMIUM
CUST_0487,Sarah Miller,umiller@example.net,2025-07-27,PREMIUM
CUST_0488,Jessica Clarke,angela23@example.com,2026-03-10,REGULAR
CUST_0489,Jessica Jones,dianekim@example.org,2024-12-15,REGULAR
CUST_0490,Anthony Rice,colleenpierce@example.org,2025-07-23,REGULAR
CUST_0491,Christopher Garcia,michaelarnold@example.org,2026-03-11,VIP
CUST_0492,Denise Davis,bridgetcarter@example.com,2025-08-10,REGULAR
CUST_0493,Michelle Gomez,bparker@example.net,2025-10-31,PREMIUM
CUST_0494,Rachel Montoya,lreeves@example.net,2024-11-07,PREMIUM
CUST_0495,Linda Jenkins,bartondaniel@example.com,2025-12-07,PREMIUM
CUST_0496,Pamela Pearson,lisa14@example.org,2025-11-09,REGULAR
CUST_0497,Evelyn Hines,iwilliams@example.com,2025-09-19,PREMIUM
CUST_0498,Traci Carter,benjaminbenitez@example.org,2025-06-25,PREMIUM
CUST_0499,Sara Martin,smithalex@example.org,2025-02-04,VIP
CUST_0500,David Anderson,tluna@example.org,2025-03-29,VIP
CUST_0501,Jennifer Johnson,esanchez@example.net,2025-10-25,PREMIUM
CUST_0502,Ashley Salazar,richard38@example.net,2024-11-25,VIP
CUST_0503,Jessica Osborne,cjacobson@example.net,2025-07-07,VIP
CUST_0504,Krystal Wiley,elijahjames@example.org,2025-03-23,PREMIUM
CUST_0505,Laura Hudson,ehuber@example.net,2025-08-26,REGULAR
CUST_0506,Sandra Conner,morenodonald@example.net,2025-01-28,REGULAR
CUST_0507,Mark Leblanc,hollyhughes@example.net,2025-04-29,PREMIUM
CUST_0508,Casey Clark,deanedward@example.com,2024-10-12,REGULAR
CUST_0509,Peter Anderson,leslie06@example.org,2026-04-22,VIP
CUST_0510,Dr. Casey Tucker,tinalandry@example.com,2024-10-06,PREMIUM
CUST_0511,Samantha Bender,fisherphyllis@example.org,2025-10-15,REGULAR
CUST_0512,Victor Morgan,youngjustin@example.org,2025-11-02,REGULAR
CUST_0513,Jerry Stevens,edwardsangela@example.net,2024-12-23,VIP
CUST_0514,Latoya Flores,daniel77@example.org,2026-06-14,PREMIUM
CUST_0515,Adrienne Smith,esummers@example.com,2025-09-02,PREMIUM
CUST_0516,Hannah Hill,victoria95@example.org,2025-02-07,VIP
CUST_0517,Debra Fuller,cindybyrd@example.org,2026-03-11,PREMIUM
CUST_0518,Larry Williams,tina06@example.org,2024-08-24,PREMIUM
CUST_0519,Victoria Bailey,darlene30@example.com,2026-05-10,VIP
CUST_0520,Jessica Mitchell,lschmidt@example.net,2026-01-09,VIP
CUST_0521,Kathryn Brown,nsanford@example.net,2025-10-21,REGULAR
CUST_0522,Steven Gonzalez,alexandercobb@example.net,2024-10-27,PREMIUM
CUST_0523,Mrs. Krista West,madison66@example.net,2024-09-20,VIP
CUST_0524,Dr. Monica Barrera,kcarey@example.net,2024-12-26,REGULAR
CUST_0525,Felicia Tucker,cschultz@example.org,2025-08-30,PREMIUM
CUST_0526,Wayne Perez,wpark@example.net,2025-05-22,REGULAR
CUST_0527,Allison Yoder,khernandez@example.com,2026-06-15,VIP
CUST_0528,Stephen Allen,sarahmartinez@example.net,2026-02-11,PREMIUM
CUST_0529,Brandy Rodgers,santosdebra@example.net,2025-02-10,REGULAR
CUST_0530,Crystal Garcia,autumn06@example.net,2024-11-10,VIP
CUST_0531,Melanie Watson,joneskathryn@example.com,2026-03-07,VIP
CUST_0532,Rebecca Bennett,angelaadkins@example.com,2025-12-22,VIP
CUST_0533,Mary Molina,michael77@example.org,2024-10-12,VIP
CUST_0534,John Gardner,gregory13@example.com,2024-10-17,VIP
CUST_0535,Erik Gentry,abigail15@example.net,2024-11-24,VIP
CUST_0536,Richard Wagner,courtneyhammond@example.com,2025-09-07,VIP
CUST_0537,Richard Lee,longmark@example.org,2025-09-15,REGULAR
CUST_0538,Marc Murray,toddcooley@example.net,2024-07-27,PREMIUM
CUST_0539,Emily Liu,henryanne@example.net,2025-09-07,PREMIUM
CUST_0540,Rodney Perez,solissamantha@example.net,2025-02-19,REGULAR
CUST_0541,Melanie Boyd,hgraves@example.com,2025-09-05,VIP
CUST_0542,Lori Santiago,efoster@example.org,2025-09-10,PREMIUM
CUST_0543,Cheyenne Lewis,salazarjennifer@example.org,2025-11-26,VIP
CUST_0544,Robin Velasquez,louis10@example.net,2026-01-23,PREMIUM
CUST_0545,Misty Harrison,johnsonshawn@example.net,2025-02-16,VIP
CUST_0546,Zachary Mueller,michelle11@example.org,2025-01-14,REGULAR
CUST_0547,Tonya Myers,cwhite@example.net,2024-09-30,VIP
CUST_0548,Eric Lowery,emilyclayton@example.org,2025-01-18,PREMIUM
CUST_0549,Rachel Ferrell,wendy04@example.com,2024-12-06,VIP
CUST_0550,Nicole Wells,daniel11@example.com,2026-01-09,PREMIUM
CUST_0551,April Carter,browntimothy@example.org,2025-06-26,VIP
CUST_0552,Sue Wilson,candace08@example.net,2025-12-03,PREMIUM
CUST_0553,Vanessa Warren,sandra03@example.net,2025-03-09,PREMIUM
CUST_0554,Brandy Turner,paula92@example.net,2024-09-20,PREMIUM
CUST_0555,Maria Alvarez,donaldowens@example.org,2025-10-07,VIP
CUST_0556,David Rogers,ethan99@example.net,2025-08-06,PREMIUM
CUST_0557,Victor Guerrero,ematthews@example.org,2024-09-01,VIP
CUST_0558,Christine Perry,mdavis@example.org,2025-09-15,REGULAR
CUST_0559,Susan Collins,mary31@example.com,2025-10-14,REGULAR
CUST_0560,Annette Ford,dodsonamber@example.net,2025-01-08,PREMIUM
CUST_0561,Jennifer Woods,amandablackburn@example.org,2025-03-28,VIP
CUST_0562,Darren White,walkerandrew@example.com,2026-04-14,PREMIUM
CUST_0563,Michael Baker,wclark@example.org,2025-09-16,VIP
CUST_0564,Sheila Brown,ericmorrison@example.net,2026-05-10,VIP
CUST_0565,Mary White,qjohnson@example.com,2024-10-16,REGULAR
CUST_0566,Terri Vaughn,amoon@example.org,2025-10-12,VIP
CUST_0567,Travis Paul,watsontyler@example.net,2026-02-11,VIP
CUST_0568,Rhonda Gutierrez,paulhooper@example.com,2025-06-28,PREMIUM
CUST_0569,Robert Ford,mbenitez@example.org,2024-07-22,PREMIUM
CUST_0570,Robert Bailey,fbowman@example.net,2026-05-17,VIP
CUST_0571,Theodore Sanchez,anthonysmith@example.net,2025-12-16,REGULAR
CUST_0572,Jacqueline Rogers,fhart@example.com,2025-06-20,PREMIUM
CUST_0573,Michael Mason MD,jonesandrew@example.com,2025-11-12,PREMIUM
CUST_0574,Scott Mclaughlin,brandoncunningham@example.org,2025-12-02,REGULAR
CUST_0575,Alan Costa,jessicamartinez@example.net,2025-07-05,PREMIUM
CUST_0576,Jordan Turner,powelldaniel@example.org,2026-05-25,VIP
CUST_0577,Linda Young,bryan16@example.org,2025-09-07,VIP
CUST_0578,Jason Stevenson,sarahcross@example.net,2025-04-09,VIP
CUST_0579,Robert Mitchell,gabriellafigueroa@example.org,2024-11-23,PREMIUM
CUST_0580,James Page,edward48@example.net,2024-08-26,PREMIUM
CUST_0581,Susan Fisher,wangsarah@example.net,2026-06-28,PREMIUM
CUST_0582,Jordan Baker,townsendwilliam@example.org,2026-07-05,PREMIUM
CUST_0583,Matthew Walls,noconnor@example.org,2024-07-28,VIP
CUST_0584,Dr. Ronald Lewis DDS,watsonbrianna@example.org,2026-02-07,REGULAR
CUST_0585,Paula Bishop,michael95@example.org,2025-03-12,VIP
CUST_0586,Alex Stevens,sfreeman@example.org,2024-10-21,PREMIUM
CUST_0587,Heidi Reyes,richard61@example.org,2024-12-18,VIP
CUST_0588,Joshua Wright,andrewhess@example.com,2025-11-10,REGULAR
CUST_0589,Kimberly Evans,dawsonlisa@example.com,2026-04-29,VIP
CUST_0590,Janet Gray,vbrady@example.com,2026-02-01,REGULAR
CUST_0591,Christopher Carter,hallen@example.net,2024-11-02,PREMIUM
CUST_0592,Brandi Walters,kwilson@example.org,2024-12-02,VIP
CUST_0593,Carol Moore,charles09@example.net,2026-05-26,VIP
CUST_0594,Lauren Smith,deannaferguson@example.org,2025-05-02,VIP
CUST_0595,Joshua Davis,rharris@example.org,2025-01-19,VIP
CUST_0596,Mary Moreno,sue86@example.net,2024-10-12,PREMIUM
CUST_0597,Ashley Scott,fwright@example.org,2025-06-19,REGULAR
CUST_0598,William Miller,mary08@example.com,2024-07-12,REGULAR
CUST_0599,Christina Gonzalez,christopher89@example.com,2026-02-04,VIP
CUST_0600,Derek Warner,ericsosa@example.net,2024-09-09,PREMIUM
